name,primary_type,latitude,longitude,address,business_status,types,price_level,rating,reviews,user_ratings_total,operational_hours,phone_number,place_id,website_url,gmaps_url,origin_place
Cahaya Berkat Automotive,store,-6.3409154999999995,106.88736759999999,"Jl. Raya Klp. Dua Wetan No.8, RT.6/RW.8, Klp. Dua Wetan, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13730, Indonesia",OPERATIONAL,"['car_repair', 'store', 'point_of_interest', 'establishment']",,5.0,,321,"[{'open': {'day': 0, 'hour': 8, 'minute': 30}, 'close': {'day': 0, 'hour': 17, 'minute': 30}}, {'open': {'day': 2, 'hour': 8, 'minute': 30}, 'close': {'day': 2, 'hour': 17, 'minute': 30}}, {'open': {'day': 3, 'hour': 8, 'minute': 30}, 'close': {'day': 3, 'hour': 17, 'minute': 30}}, {'open': {'day': 4, 'hour': 8, 'minute': 30}, 'close': {'day': 4, 'hour': 17, 'minute': 30}}, {'open': {'day': 5, 'hour': 8, 'minute': 30}, 'close': {'day': 5, 'hour': 17, 'minute': 30}}, {'open': {'day': 6, 'hour': 8, 'minute': 30}, 'close': {'day': 6, 'hour': 17, 'minute': 30}}]",0812-2472-0600,ChIJ9cNjjODsaS4R1pB0BBpsp74,https://instagram.com/cahayaberkat.automotive?utm_medium=copy_link,https://maps.google.com/?cid=13738068047316685014,JAKARTA TIMUR - 5254864071202701311
Aki mobil solusi,car_repair,-6.3173296,106.8906113,"Gg. Saleh No.69, RT.4/RW.3, Ceger, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13820, Indonesia",OPERATIONAL,"['car_repair', 'point_of_interest', 'establishment']",,,,,"[{'open': {'day': 0, 'hour': 0, 'minute': 0}}]",,ChIJWQ_vX_7taS4RoSJ4HLNB2m4,,https://maps.google.com/?cid=7987769126627582625,JAKARTA TIMUR - 5254864071169146879
Bengkel Solo Jaya Motor,car_repair,-6.3287619999999993,106.88919600000001,"Jl. Bina Marga No.3, RT.6/RW.2, Cipayung, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13840, Indonesia",OPERATIONAL,"['car_repair', 'point_of_interest', 'establishment']",,,,,,(021) 97410846,ChIJSfdVoiLtaS4R5I4TFzqX7Xg,,https://maps.google.com/?cid=8713787129782832868,JAKARTA TIMUR - 5254864071169146879
Bengkel suwito,car_repair,-6.3363577,106.88741449999999,"Jl. Raya Klp. Dua Wetan No.18, RT.7/RW.4, Klp. Dua Wetan, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13730, Indonesia",OPERATIONAL,"['car_repair', 'point_of_interest', 'establishment']",,,,,,,ChIJuRVIXgDtaS4RiAVtWk-Ce48,,https://maps.google.com/?cid=10339000646890227080,JAKARTA TIMUR - 5254864071169146879
BENGKEL MOTOR PENDUYA,car_repair,-6.3168276,106.8846311,"Jl. Bungur No.51, RW.6, Rambutan, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13830, Indonesia",OPERATIONAL,"['car_repair', 'point_of_interest', 'establishment']",,,,,,,ChIJ6wQYOmvtaS4RfyoKDOEVRVg,,https://maps.google.com/?cid=6360514105044511359,JAKARTA TIMUR - 5254864071169146879
Bengkel amanah auto service ceger,car_repair,-6.3217381,106.891221,"MVHR+8F5, Jl. Bina Marga, RT.2/RW.4, Ceger, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13820, Indonesia",OPERATIONAL,"['car_repair', 'point_of_interest', 'establishment']",,,,,"[{'open': {'day': 1, 'hour': 8, 'minute': 0}, 'close': {'day': 1, 'hour': 18, 'minute': 0}}, {'open': {'day': 2, 'hour': 8, 'minute': 0}, 'close': {'day': 2, 'hour': 18, 'minute': 0}}, {'open': {'day': 3, 'hour': 8, 'minute': 0}, 'close': {'day': 3, 'hour': 18, 'minute': 0}}, {'open': {'day': 4, 'hour': 8, 'minute': 0}, 'close': {'day': 4, 'hour': 18, 'minute': 0}}, {'open': {'day': 5, 'hour': 8, 'minute': 0}, 'close': {'day': 5, 'hour': 18, 'minute': 0}}, {'open': {'day': 6, 'hour': 8, 'minute': 0}, 'close': {'day': 6, 'hour': 18, 'minute': 0}}]",,ChIJm6YTMwDtaS4RK6wpp4qUVYk,,https://maps.google.com/?cid=9895979079447456811,JAKARTA TIMUR - 5254864071169146879
Deden Bengkel Motor Bajaj Pulsar,car_repair,-6.333539,106.8788715,"Jl. Manunggal III No.13N 4, RT.7/RW.4, Klp. Dua Wetan, Ciracas Rambutan, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13730, Indonesia",OPERATIONAL,"['car_repair', 'point_of_interest', 'establishment']",,,,,"[{'open': {'day': 0, 'hour': 0, 'minute': 0}}]",0853-1468-9919,ChIJUW3cLADtaS4RLbrWOUd2NgM,,https://maps.google.com/?cid=231502479141288493,JAKARTA TIMUR - 5254864071169146879
Bengkel mobil,car_repair,-6.3257976,106.8966325,"Jl. Mandor Hasan gg. Albarkah No.96, RT.10/RW.1, Bambu Apus, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13860, Indonesia",OPERATIONAL,"['car_repair', 'point_of_interest', 'establishment']",,,,,"[{'open': {'day': 1, 'hour': 8, 'minute': 0}, 'close': {'day': 1, 'hour': 17, 'minute': 0}}, {'open': {'day': 2, 'hour': 8, 'minute': 0}, 'close': {'day': 2, 'hour': 17, 'minute': 0}}, {'open': {'day': 3, 'hour': 8, 'minute': 0}, 'close': {'day': 3, 'hour': 17, 'minute': 0}}, {'open': {'day': 4, 'hour': 8, 'minute': 0}, 'close': {'day': 4, 'hour': 17, 'minute': 0}}, {'open': {'day': 5, 'hour': 8, 'minute': 0}, 'close': {'day': 5, 'hour': 17, 'minute': 0}}, {'open': {'day': 6, 'hour': 8, 'minute': 0}, 'close': {'day': 6, 'hour': 17, 'minute': 0}}]",0831-0495-3102,ChIJV6o5m8LtaS4REV6mQb418t0,,https://maps.google.com/?cid=15992904318007533073,JAKARTA TIMUR - 5254864071169146879
Faza Bengkel,car_repair,-6.3572048999999993,106.87973,"Cibubur, Ciracas, East Jakarta City, Jakarta, Indonesia",OPERATIONAL,"['car_repair', 'point_of_interest', 'establishment']",,,,,,,ChIJmz4zHu3saS4RMfDCC1Uno24,,https://maps.google.com/?cid=7972259011598938161,JAKARTA TIMUR - 5254864071202701311
Larisma Motor,car_repair,-6.316857,106.884612,"Gg. Bungur IX, RT.009/RW.07, Kampung Rambutan, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13830, Indonesia",OPERATIONAL,"['car_repair', 'point_of_interest', 'establishment']",,3.0,,2,"[{'open': {'day': 0, 'hour': 6, 'minute': 0}, 'close': {'day': 0, 'hour': 23, 'minute': 0}}, {'open': {'day': 1, 'hour': 6, 'minute': 0}, 'close': {'day': 1, 'hour': 23, 'minute': 0}}, {'open': {'day': 2, 'hour': 6, 'minute': 0}, 'close': {'day': 2, 'hour': 23, 'minute': 0}}, {'open': {'day': 3, 'hour': 6, 'minute': 0}, 'close': {'day': 3, 'hour': 23, 'minute': 0}}, {'open': {'day': 4, 'hour': 6, 'minute': 0}, 'close': {'day': 4, 'hour': 23, 'minute': 0}}, {'open': {'day': 5, 'hour': 6, 'minute': 0}, 'close': {'day': 5, 'hour': 23, 'minute': 0}}, {'open': {'day': 6, 'hour': 6, 'minute': 0}, 'close': {'day': 6, 'hour': 23, 'minute': 0}}]",0812-8576-9072,ChIJ7YYMDgrtaS4RUxZ4m5XnaLk,,https://maps.google.com/?cid=13360182924339058259,JAKARTA TIMUR - 5254864071169146879
Servis ECU Mobil,car_repair,-6.3444256,106.8907877,"Gg. Kramat No.23, RT.4/RW.06, Munjul, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13840, Indonesia",OPERATIONAL,"['car_repair', 'point_of_interest', 'establishment']",,3.5,,8,"[{'open': {'day': 0, 'hour': 0, 'minute': 0}}]",0838-3627-5466,ChIJp20yBDztaS4RrcoO0hcS1Us,,https://maps.google.com/?cid=5464293616401697453,JAKARTA TIMUR - 5254864071202701311
Mekanik panggilan Bengkel mobil mustakim,car_repair,-6.3222137,106.8790167,"Bengkel mustakim, Jl. Mebel No.37 13, RT.13/RW.3, Ciracas, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13740, Indonesia",OPERATIONAL,"['car_repair', 'point_of_interest', 'establishment']",,4.0,,5,"[{'open': {'day': 0, 'hour': 0, 'minute': 0}}]",0815-9537-172,ChIJ__GOwp7taS4RZDB2BzjNPJc,,https://maps.google.com/?cid=10897810838856806500,JAKARTA TIMUR - 5254864071169146879
Bengkel Accu Asmoei,car_repair,-6.3456062,106.8785104,"Jl. Manggis B Blok B No.84 8, RT.8/RW.3, Klp. Dua Wetan, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13730, Indonesia",OPERATIONAL,"['car_repair', 'point_of_interest', 'establishment']",,4.0,,2,,(021) 8196918,ChIJCYst--TsaS4RWEsOMCL2-SU,,https://maps.google.com/?cid=2736488875299851096,JAKARTA TIMUR - 5254864071202701311
Bengkel BONPIS,car_repair,-6.336377,106.8903709,"jl.KADIH No.1, RT.1/RW.1, Cipayung, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13840, Indonesia",OPERATIONAL,"['car_repair', 'point_of_interest', 'establishment']",,4.5,,16,"[{'open': {'day': 0, 'hour': 0, 'minute': 0}}]",0813-2967-3358,ChIJJ5yla87taS4RzEa_Qm5c0pM,,https://maps.google.com/?cid=10651677697320634060,JAKARTA TIMUR - 5254864071169146879
Green Nitrogen Cipayung JakTim SPBU 3413808,car_repair,-6.3320833,106.8887812,"Jl. Cipayung Raya No.31 16, RT.16/RW.1, Cipayung, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13840, Indonesia",OPERATIONAL,"['car_repair', 'point_of_interest', 'establishment']",,4.5,,11,"[{'open': {'day': 0, 'hour': 0, 'minute': 0}}]",(021) 29286176,ChIJ84NBCCLtaS4RMZvGO55RC28,http://www.green-nitrogen.com/,https://maps.google.com/?cid=8001578903003372337,JAKARTA TIMUR - 5254864071169146879
Bengkel Mobil BOS Cipayung,car_repair,-6.3169251,106.8918721,"Jl. Bina Marga No.38, RT.4/RW.3, Ceger, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13820, Indonesia",OPERATIONAL,"['car_repair', 'car_wash', 'auto_parts_store', 'point_of_interest', 'store', 'establishment']",,4.5,,520,"[{'open': {'day': 0, 'hour': 8, 'minute': 0}, 'close': {'day': 0, 'hour': 21, 'minute': 0}}, {'open': {'day': 1, 'hour': 8, 'minute': 0}, 'close': {'day': 1, 'hour': 21, 'minute': 0}}, {'open': {'day': 2, 'hour': 8, 'minute': 0}, 'close': {'day': 2, 'hour': 21, 'minute': 0}}, {'open': {'day': 3, 'hour': 8, 'minute': 0}, 'close': {'day': 3, 'hour': 21, 'minute': 0}}, {'open': {'day': 4, 'hour': 8, 'minute': 0}, 'close': {'day': 4, 'hour': 21, 'minute': 0}}, {'open': {'day': 5, 'hour': 8, 'minute': 0}, 'close': {'day': 5, 'hour': 21, 'minute': 0}}, {'open': {'day': 6, 'hour': 8, 'minute': 0}, 'close': {'day': 6, 'hour': 21, 'minute': 0}}]",(021) 84594896,ChIJW3MGh0DtaS4RxhwKvElFaG0,,https://maps.google.com/?cid=7883627330701761734,JAKARTA TIMUR - 5254864071169146879
AUTO KAPITEN,car_repair,-6.3404428,106.8857721,"Jl. Raya Pkp JL. Kiwi, RT.2/RW.8, Klp. Dua Wetan, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13730, Indonesia",OPERATIONAL,"['car_wash', 'car_repair', 'point_of_interest', 'establishment']",,4.5,,40,"[{'open': {'day': 0, 'hour': 9, 'minute': 0}, 'close': {'day': 0, 'hour': 17, 'minute': 30}}, {'open': {'day': 1, 'hour': 9, 'minute': 0}, 'close': {'day': 1, 'hour': 17, 'minute': 30}}, {'open': {'day': 2, 'hour': 9, 'minute': 0}, 'close': {'day': 2, 'hour': 17, 'minute': 30}}, {'open': {'day': 3, 'hour': 9, 'minute': 0}, 'close': {'day': 3, 'hour': 17, 'minute': 30}}, {'open': {'day': 4, 'hour': 9, 'minute': 0}, 'close': {'day': 4, 'hour': 17, 'minute': 30}}, {'open': {'day': 5, 'hour': 9, 'minute': 0}, 'close': {'day': 5, 'hour': 17, 'minute': 30}}, {'open': {'day': 6, 'hour': 9, 'minute': 0}, 'close': {'day': 6, 'hour': 17, 'minute': 30}}]",0821-2478-5648,ChIJQTrtQvjtaS4RBhd4kRG2Elk,,https://maps.google.com/?cid=6418392605527643910,JAKARTA TIMUR - 5254864071202701311
Bengkel Radiator mobil dan aki mobil,car_repair,-6.3519045,106.8796766,"Gang 6 RT 007 RW 004 RT.1, RW.9, Cibubur, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13720, Indonesia",OPERATIONAL,"['car_repair', 'point_of_interest', 'establishment']",,4.5,,59,"[{'open': {'day': 0, 'hour': 0, 'minute': 0}}]",0857-7418-3772,ChIJezJGWe7saS4RxXktoWWruhU,,https://maps.google.com/?cid=1565752273448827333,JAKARTA TIMUR - 5254864071202701311
Bengkel Latip Motor,car_repair,-6.3401904,106.87631259999999,"Jl. Raya Pkp No.3, RT.3/RW.9, Klp. Dua Wetan, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13730, Indonesia",OPERATIONAL,"['car_repair', 'point_of_interest', 'establishment']",,4.5,,4,"[{'open': {'day': 0, 'hour': 8, 'minute': 0}, 'close': {'day': 0, 'hour': 22, 'minute': 30}}, {'open': {'day': 1, 'hour': 8, 'minute': 0}, 'close': {'day': 1, 'hour': 22, 'minute': 30}}, {'open': {'day': 2, 'hour': 8, 'minute': 0}, 'close': {'day': 2, 'hour': 22, 'minute': 30}}, {'open': {'day': 3, 'hour': 8, 'minute': 0}, 'close': {'day': 3, 'hour': 22, 'minute': 30}}, {'open': {'day': 4, 'hour': 8, 'minute': 0}, 'close': {'day': 4, 'hour': 22, 'minute': 30}}, {'open': {'day': 5, 'hour': 8, 'minute': 0}, 'close': {'day': 5, 'hour': 22, 'minute': 30}}, {'open': {'day': 6, 'hour': 8, 'minute': 0}, 'close': {'day': 6, 'hour': 22, 'minute': 30}}]",,ChIJDx9gK0jtaS4RvL3lLkIGwoE,,https://maps.google.com/?cid=9350042657698987452,JAKARTA TIMUR - 5254864071202701311
Bengkel cacink garage,car_repair,-6.3534242,106.8782432,"JVWH+J7Q, Jl. Masjid, RT.11/RW.4, Cibubur, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13710, Indonesia",OPERATIONAL,"['car_repair', 'point_of_interest', 'establishment']",,4.5,,4,,,ChIJpYn_N-7saS4RDVqoX53QlWc,,https://maps.google.com/?cid=7464101331769776653,JAKARTA TIMUR - 5254864071202701311
OLE DINAMO (BENGKEL DINAMO),car_repair,-6.3235709,106.88834,"MVGQ+H8G, RT.2/RW.6, Cipayung, East Jakarta City, Jakarta, Indonesia",OPERATIONAL,"['car_repair', 'point_of_interest', 'establishment']",,5.0,,12,"[{'open': {'day': 1, 'hour': 8, 'minute': 0}, 'close': {'day': 2, 'hour': 5, 'minute': 0}}, {'open': {'day': 2, 'hour': 8, 'minute': 0}, 'close': {'day': 3, 'hour': 5, 'minute': 0}}, {'open': {'day': 3, 'hour': 8, 'minute': 0}, 'close': {'day': 4, 'hour': 5, 'minute': 0}}, {'open': {'day': 4, 'hour': 8, 'minute': 0}, 'close': {'day': 5, 'hour': 5, 'minute': 0}}, {'open': {'day': 5, 'hour': 8, 'minute': 0}, 'close': {'day': 6, 'hour': 5, 'minute': 0}}, {'open': {'day': 6, 'hour': 8, 'minute': 0}, 'close': {'day': 0, 'hour': 5, 'minute': 0}}]",0896-2119-8474,ChIJD7LnipftaS4R_EyTd-VACl0,,https://maps.google.com/?cid=6704242349592235260,JAKARTA TIMUR - 5254864071169146879
MAMPIRLAH BENGKEL,car_repair,-6.3361184999999995,106.8789159,"Jl. Lengkeng No.30 8, RT.8/RW.2, Klp. Dua Wetan, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13730, Indonesia",OPERATIONAL,"['car_repair', 'point_of_interest', 'establishment']",,5.0,,9,"[{'open': {'day': 0, 'hour': 0, 'minute': 0}}]",0896-1860-9494,ChIJx6CiY4DtaS4ROkEd7gt5Xk0,,https://maps.google.com/?cid=5575026480877748538,JAKARTA TIMUR - 5254864071169146879
AMAY GARAGE SPEED,car_repair,-6.3359212,106.8889284,"MV7Q+JHM, Jl. Kav. Dki I, RT.16/RW.1, Cipayung, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13840, Indonesia",OPERATIONAL,"['car_repair', 'point_of_interest', 'establishment']",,5.0,,1,"[{'open': {'day': 1, 'hour': 0, 'minute': 0}, 'close': {'day': 6, 'hour': 0, 'minute': 0}}]",,ChIJrYYEEgDtaS4Rt5GoW4czmjU,,https://maps.google.com/?cid=3862456286874997175,JAKARTA TIMUR - 5254864071169146879
GARASI MOTOR (BENGKEL MOBIL),car_repair,-6.3202097,106.8933273,"Jl. Mandor Hasan, Ceger, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13820, Indonesia",OPERATIONAL,"['car_repair', 'point_of_interest', 'establishment']",,5.0,,22,"[{'open': {'day': 0, 'hour': 9, 'minute': 0}, 'close': {'day': 0, 'hour': 17, 'minute': 0}}, {'open': {'day': 1, 'hour': 9, 'minute': 0}, 'close': {'day': 1, 'hour': 17, 'minute': 0}}, {'open': {'day': 2, 'hour': 9, 'minute': 0}, 'close': {'day': 2, 'hour': 17, 'minute': 0}}, {'open': {'day': 3, 'hour': 9, 'minute': 0}, 'close': {'day': 3, 'hour': 17, 'minute': 0}}, {'open': {'day': 4, 'hour': 9, 'minute': 0}, 'close': {'day': 4, 'hour': 17, 'minute': 0}}, {'open': {'day': 5, 'hour': 13, 'minute': 0}, 'close': {'day': 5, 'hour': 17, 'minute': 0}}, {'open': {'day': 6, 'hour': 9, 'minute': 0}, 'close': {'day': 6, 'hour': 17, 'minute': 0}}]",0896-6242-6469,ChIJF3wi_-ntaS4RJ_11U_qzEAI,,https://maps.google.com/?cid=148816675426663719,JAKARTA TIMUR - 5254864071169146879
BENGKEL MCS (DODDY),car_repair,-6.3318404,106.8799155,"Jl. Manunggal No.92, RT.1/RW.2, Klp. Dua Wetan, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13730, Indonesia",OPERATIONAL,"['car_repair', 'point_of_interest', 'establishment']",,5.0,,2,,,ChIJa-lTaQDtaS4RT_4H0FYCvLo,,https://maps.google.com/?cid=13455632358556827215,JAKARTA TIMUR - 5254864071169146879
Bengkel dori ac mobil terdekat,car_repair,-6.3241429,106.88831809999999,"Jl. Bina Marga, Cipayung, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta, Indonesia",OPERATIONAL,"['car_repair', 'point_of_interest', 'establishment']",,5.0,,88,"[{'open': {'day': 0, 'hour': 8, 'minute': 30}, 'close': {'day': 0, 'hour': 20, 'minute': 30}}, {'open': {'day': 1, 'hour': 8, 'minute': 30}, 'close': {'day': 1, 'hour': 20, 'minute': 30}}, {'open': {'day': 2, 'hour': 8, 'minute': 30}, 'close': {'day': 2, 'hour': 20, 'minute': 30}}, {'open': {'day': 3, 'hour': 8, 'minute': 30}, 'close': {'day': 3, 'hour': 20, 'minute': 30}}, {'open': {'day': 4, 'hour': 8, 'minute': 30}, 'close': {'day': 4, 'hour': 20, 'minute': 30}}, {'open': {'day': 5, 'hour': 8, 'minute': 30}, 'close': {'day': 5, 'hour': 20, 'minute': 30}}, {'open': {'day': 6, 'hour': 8, 'minute': 30}, 'close': {'day': 6, 'hour': 20, 'minute': 30}}]",0818-0747-0907,ChIJhWUAcCDtaS4R7ilFGL4j0yk,,https://maps.google.com/?cid=3013791874998938094,JAKARTA TIMUR - 5254864071169146879
Bengkel Thermo,car_repair,-6.3355004,106.88709039999999,"Jl. Raya Klp. Dua Wetan Blok Angsor No.62, RT.7/RW.4, Klp. Dua Wetan, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13730, Indonesia",OPERATIONAL,"['car_repair', 'point_of_interest', 'establishment']",,5.0,,2,,,ChIJ2xo7yx3taS4RVzQG4cXMi6c,,https://maps.google.com/?cid=12072968376352650327,JAKARTA TIMUR - 5254864071169146879
Workshop bengkel Mobil Cakra Wicaksana,car_repair,-6.3225652,106.89502689999999,"Jl. Mandor Hasan Gg Albarkah No.96, RT.10/RW.1, Bambu Apus, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13890, Indonesia",OPERATIONAL,"['car_repair', 'point_of_interest', 'establishment']",,5.0,,10,"[{'open': {'day': 0, 'hour': 8, 'minute': 0}, 'close': {'day': 0, 'hour': 21, 'minute': 0}}, {'open': {'day': 1, 'hour': 8, 'minute': 0}, 'close': {'day': 1, 'hour': 21, 'minute': 0}}, {'open': {'day': 2, 'hour': 8, 'minute': 0}, 'close': {'day': 2, 'hour': 21, 'minute': 0}}, {'open': {'day': 3, 'hour': 8, 'minute': 0}, 'close': {'day': 3, 'hour': 21, 'minute': 0}}, {'open': {'day': 4, 'hour': 8, 'minute': 0}, 'close': {'day': 4, 'hour': 21, 'minute': 0}}, {'open': {'day': 5, 'hour': 8, 'minute': 0}, 'close': {'day': 5, 'hour': 21, 'minute': 0}}, {'open': {'day': 6, 'hour': 8, 'minute': 0}, 'close': {'day': 6, 'hour': 21, 'minute': 0}}]",0819-4324-0437,ChIJXeweC2vtaS4RjhDPO9XlK8k,https://instagram.com/workshop_mobil_cakra_wicaksana?igshid=cXV4YmFqZGNiZWly,https://maps.google.com/?cid=14495932529616294030,JAKARTA TIMUR - 5254864071169146879
Bengkel Sentra Motor KDW,car_repair,-6.3350497999999993,106.8862451,"Jl Rawa Bambon No.21A, Kelapa Dua Wetan RT 07 /04, RT.7/RW.4, Klp. Dua Wetan, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13270, Indonesia",OPERATIONAL,"['car_repair', 'point_of_interest', 'establishment']",,5.0,,12,"[{'open': {'day': 0, 'hour': 11, 'minute': 0}, 'close': {'day': 0, 'hour': 17, 'minute': 0}}, {'open': {'day': 1, 'hour': 8, 'minute': 0}, 'close': {'day': 1, 'hour': 17, 'minute': 0}}, {'open': {'day': 2, 'hour': 8, 'minute': 0}, 'close': {'day': 2, 'hour': 17, 'minute': 0}}, {'open': {'day': 3, 'hour': 8, 'minute': 0}, 'close': {'day': 3, 'hour': 17, 'minute': 0}}, {'open': {'day': 4, 'hour': 8, 'minute': 0}, 'close': {'day': 4, 'hour': 17, 'minute': 0}}, {'open': {'day': 5, 'hour': 8, 'minute': 0}, 'close': {'day': 5, 'hour': 17, 'minute': 0}}, {'open': {'day': 6, 'hour': 8, 'minute': 0}, 'close': {'day': 6, 'hour': 17, 'minute': 0}}]",0877-8116-7060,ChIJk3j-0bztaS4RJpPqoF9YTfo,http://www.youtube.com/c/pasmobil,https://maps.google.com/?cid=18036169250433569574,JAKARTA TIMUR - 5254864071169146879
Sumber Rejeki Motor,car_repair,-6.3161651,106.8922825,"Jl. Bina Marga No.4A, Ceger, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 14220, Indonesia",OPERATIONAL,"['car_repair', 'point_of_interest', 'establishment']",,5.0,,1,"[{'open': {'day': 0, 'hour': 7, 'minute': 0}, 'close': {'day': 0, 'hour': 17, 'minute': 0}}, {'open': {'day': 1, 'hour': 7, 'minute': 0}, 'close': {'day': 1, 'hour': 20, 'minute': 0}}, {'open': {'day': 2, 'hour': 7, 'minute': 0}, 'close': {'day': 2, 'hour': 20, 'minute': 0}}, {'open': {'day': 3, 'hour': 7, 'minute': 0}, 'close': {'day': 3, 'hour': 20, 'minute': 0}}, {'open': {'day': 4, 'hour': 7, 'minute': 0}, 'close': {'day': 4, 'hour': 20, 'minute': 0}}, {'open': {'day': 5, 'hour': 7, 'minute': 0}, 'close': {'day': 5, 'hour': 20, 'minute': 0}}, {'open': {'day': 6, 'hour': 7, 'minute': 0}, 'close': {'day': 6, 'hour': 20, 'minute': 0}}]",,ChIJc7_UJQDtaS4R4cZBEfv4Ro4,,https://maps.google.com/?cid=10252155358965516001,JAKARTA TIMUR - 5254864071169146879
Auto best Ceger,car_repair,-6.3168345,106.89131700000002,"Jl. Bina Marga No.22, RT.4/RW.3, Ceger, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13820, Indonesia",OPERATIONAL,"['car_repair', 'point_of_interest', 'establishment']",,5.0,,8,"[{'open': {'day': 1, 'hour': 9, 'minute': 0}, 'close': {'day': 1, 'hour': 17, 'minute': 0}}, {'open': {'day': 2, 'hour': 9, 'minute': 0}, 'close': {'day': 2, 'hour': 17, 'minute': 0}}, {'open': {'day': 3, 'hour': 9, 'minute': 0}, 'close': {'day': 3, 'hour': 17, 'minute': 0}}, {'open': {'day': 4, 'hour': 9, 'minute': 0}, 'close': {'day': 4, 'hour': 17, 'minute': 0}}, {'open': {'day': 5, 'hour': 9, 'minute': 0}, 'close': {'day': 5, 'hour': 17, 'minute': 0}}, {'open': {'day': 6, 'hour': 9, 'minute': 0}, 'close': {'day': 6, 'hour': 15, 'minute': 0}}]",0812-1914-7226,ChIJnT91slPtaS4RsXTZFl922GM,,https://maps.google.com/?cid=7194630555501687985,JAKARTA TIMUR - 5254864071169146879
Bengkel las listrik 4 saudara,car_repair,-6.335381,106.88741639999999,"MV7P+RXV, Jl. Raya Klp. Dua Wetan, RT.7/RW.4, Klp. Dua Wetan, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13730, Indonesia",OPERATIONAL,"['car_repair', 'point_of_interest', 'establishment']",,5.0,,2,,0856-9500-3167,ChIJr9Gb1eztaS4RjTLQayTYyY8,,https://maps.google.com/?cid=10361050068681765517,JAKARTA TIMUR - 5254864071169146879
Rio Jaya Per,car_repair,-6.315886,106.8784902,"Jl. Pule No.14, RT.14/RW.10, Rambutan, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13740, Indonesia",OPERATIONAL,"['car_repair', 'point_of_interest', 'establishment']",,5.0,,7,"[{'open': {'day': 0, 'hour': 8, 'minute': 0}, 'close': {'day': 0, 'hour': 21, 'minute': 0}}, {'open': {'day': 1, 'hour': 8, 'minute': 0}, 'close': {'day': 1, 'hour': 21, 'minute': 0}}, {'open': {'day': 2, 'hour': 8, 'minute': 0}, 'close': {'day': 2, 'hour': 21, 'minute': 0}}, {'open': {'day': 3, 'hour': 8, 'minute': 0}, 'close': {'day': 3, 'hour': 21, 'minute': 0}}, {'open': {'day': 4, 'hour': 8, 'minute': 0}, 'close': {'day': 4, 'hour': 21, 'minute': 0}}, {'open': {'day': 5, 'hour': 8, 'minute': 0}, 'close': {'day': 5, 'hour': 21, 'minute': 0}}, {'open': {'day': 6, 'hour': 8, 'minute': 0}, 'close': {'day': 6, 'hour': 21, 'minute': 0}}]",0852-8306-7077,ChIJi-cFuMjtaS4RQhromj7Azc0,,https://maps.google.com/?cid=14829720523120319042,JAKARTA TIMUR - 5254864071169146879
